country,year,Region,inc,yrs.sch,overall,primary,secondary,higher,Prim..10,Sec..11,Higher..12,primary.soc,secondary.soc,higher.soc,male,female,private,public,source
Russia,1993,Europe and Central Asia,High,9.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,7.4,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1993,Europe and Central Asia,High,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1994,Europe and Central Asia,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,Brainerd (1998)
Russia,1994,Europe and Central Asia,High,NA,NA,NA,NA,9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark (2003)
Russia,1994,Europe and Central Asia,High,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Russia,1994,Europe and Central Asia,High,9.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,9.6,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1994,Europe and Central Asia,High,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1995,Europe and Central Asia,High,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark (2003)
Russia,1995,Europe and Central Asia,High,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Russia,1995,Europe and Central Asia,High,9.9,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1996,Europe and Central Asia,High,NA,NA,NA,NA,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark (2003)
Russia,1996,Europe and Central Asia,High,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Russia,1996,Europe and Central Asia,High,10.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,7.7,NA,NA,"Flabbi, Paternostro and Tiongson (2007); Gorodnichenko and Klara (2005)"
Russia,1997,Europe and Central Asia,High,10.3,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1998,Europe and Central Asia,High,NA,NA,NA,NA,9.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark (2003)
Russia,1998,Europe and Central Asia,High,10.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.19,NA,NA,"Flabbi, Paternostro and Tiongson (2007); Gorodnichenko and Klara (2005)"
Russia,1999,Europe and Central Asia,High,10.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,2000,Europe and Central Asia,High,10.9,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,10.3,NA,NA,"Flabbi, Paternostro and Tiongson (2007); Gorodnichenko and Klara (2005)"
Russia,2001,Europe and Central Asia,High,11,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,2002,Europe and Central Asia,High,11.1,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Rwanda,2001,Sub-Saharan Africa,Low,3.2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lassibillie and Tan (2005)
Rwanda,1999,Sub-Saharan Africa,Low,3.1,17.5,22.95,16.8,21.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lassibille and Tan (2005)
Rwanda,2005,Sub-Saharan Africa,Low,NA,NA,15,45,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Senegal,1985,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,33.7,21.3,NA,23,8.9,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Serbia,1976,Europe and Central Asia,Middle,6.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6.6,NA,NA,Bevc (1993)
Serbia,1986,Europe and Central Asia,Middle,7.6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,4.8,NA,NA,Bevc (1993)
Serbia,2013,Europe and Central Asia,Middle,10.06,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Popov (2013)
Serbia,2004,Europe and Central Asia,Middle,9.049,7.3,7.5,5.6,6.9,NA,NA,NA,NA,NA,NA,6.1,9.8,NA,NA,"Peet, Fink and Fawzi (2015)"
Sierra Leone,1971,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,NA,NA,NA,20,22,9.5,NA,NA,NA,NA,Psacharopoulos (1994)
Singapore,1974,East Asia and Pacific,High,8.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Singapore,1998,East Asia and Pacific,High,9,13.1,NA,NA,NA,22.2,12.9,18.7,16.7,10.1,13.9,11.1,15.2,NA,NA,Sakellariou (2003)
Singapore,2000,East Asia and Pacific,High,9.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low et al (2004)
Slovak Republic,1984,Advanced Economies,High,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Slovak Republic,1984,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,Chase (1998)
Slovak Republic,1992,Advanced Economies,High,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Slovak Republic,1993,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,Chase (1998)
Slovak Republic,1995,Advanced Economies,High,11.2,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovak Republic,1995,Advanced Economies,High,11.7259,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,"Filer, Jurajda, Planovsky (1999)"
Slovak Republic,1996,Advanced Economies,High,11.7259,NA,NA,NA,10.625,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,"Filer, Jurajda, Planovsky (1999)"
Slovak Republic,1997,Advanced Economies,High,11.7259,NA,NA,NA,11.125,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,"Filer, Jurajda, Planovsky (1999)"
Slovak Republic,1998,Advanced Economies,High,11.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovak Republic,1999,Advanced Economies,High,11.2,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovak Republic,2002,Advanced Economies,High,11.2,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovak Republic,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,41.5,20,NA,11.25,12.7,NA,NA,NA,NA,OECD (2013)
Slovak Republic,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,29.5,17.7,NA,18.9,12.55,NA,NA,NA,NA,OECD (2015)
Slovenia,1991,Advanced Economies,High,10.8,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,1992,Advanced Economies,High,10.9,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,1993,Advanced Economies,High,11,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,1995,Advanced Economies,High,11.1,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,1996,Advanced Economies,High,11.1,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,1997,Advanced Economies,High,11.2,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,1998,Advanced Economies,High,11.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,2000,Advanced Economies,High,11.3,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,2002,Advanced Economies,High,11.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Slovenia,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,13.2,17.75,NA,8.35,14.4,NA,NA,NA,NA,OECD (2013)
Slovenia,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,10.25,16.75,NA,10.05,12.65,NA,NA,NA,NA,OECD (2015)
Somalia,1983,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,59.9,13,33.2,20.6,10.4,19.9,NA,NA,NA,NA,Psacharopoulos (1994)
South Africa,1980,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,NA,NA,NA,22.1,17.7,11.8,NA,NA,NA,NA,Psacharopoulos (1994)
South Africa,1990,Sub-Saharan Africa,Middle,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.8,NA,NA,Psacharopoulos and Patrinos (2004)
South Africa,1993,Sub-Saharan Africa,Middle,8.1,10.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banerjee and Duflo (2005)
South Africa,1994,Sub-Saharan Africa,Middle,8.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
South Africa,1995,Sub-Saharan Africa,Middle,8.3,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keswell and Poswell (2004)
South Africa,1997,Sub-Saharan Africa,Middle,8.5,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keswell and Poswell (2004)
South Africa,2000,Sub-Saharan Africa,Middle,7.7,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keswell and Poswell (2004)
South Africa,1993,Sub-Saharan Africa,Middle,7.277,10.7,4.2,8.5,11.2,NA,NA,NA,NA,NA,NA,10.9,10.5,NA,NA,"Peet, Fink and Fawzi (2015)"
South Africa,2008,Sub-Saharan Africa,Middle,9.2,18.7,7.6,15.4,33.5,NA,NA,NA,6.3,11.9,21.7,18.1,21.2,NA,NA,Salisbury (2016)
South Africa,2010,Sub-Saharan Africa,Middle,NA,NA,6,23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Spain,1980,Advanced Economies,High,6.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Spain,1985,Advanced Economies,High,6.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohn and Addison (1998)
Spain,1990,Advanced Economies,High,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alba-Ramirez and Segundo (1995)
Spain,1991,Advanced Economies,High,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Spain,1991,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,7.4,8.5,13.5,NA,NA,NA,NA,Lassibille and Navarro (1998)
Spain,1994,Advanced Economies,High,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,8.4,NA,NA,"Harmon, Oosterbeek and Walker (2003)"
Spain,1995,Advanced Economies,High,8.1,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Spain,2000,Advanced Economies,High,8.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GarcÌ_a-Mainar and Montuenga-GÌ_mez (2003)
Spain,2001,Advanced Economies,High,9.86,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Spain,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,23.05,11.15,NA,5,5.9,NA,NA,NA,NA,OECD (2013)
Spain,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,12.9,9.8,NA,9.6,6.5,NA,NA,NA,NA,OECD (2015)
Spain,1994,Advanced Economies,High,NA,NA,NA,3.6,4.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GarcÌ_a-Mainar and Montuenga-GÌ_mez (2003)
Spain,1981,Advanced Economies,High,NA,NA,NA,4.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vila and Mora (1998)
Spain,1991,Advanced Economies,High,NA,NA,NA,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vila and Mora (1998)
Sri Lanka,1981,South Asia,Middle,4.5,7,NA,NA,NA,NA,12.6,16.1,NA,NA,NA,6.9,7.9,NA,NA,Psacharopoulos (1994)
Sri Lanka,2000,South Asia,Middle,10.2,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38424855,10.2,NA,NA,World Bank (2011)
Sri Lanka,2008,South Asia,Middle,11.1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.136331257,11.63,NA,NA,World Bank (2011)
Sri Lanka,1995,South Asia,Middle,NA,NA,NA,2.4,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Himaz (2008)
Sri Lanka,2000,South Asia,Middle,NA,NA,NA,2.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Himaz (2008)
St. Lucia,2004,Latin America and Caribbean,Middle,NA,NA,3.5,7.3,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bellony and Reilly (2010)
St. Lucia,1996,Latin America and Caribbean,Middle,NA,NA,1.9,10.3,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bellony and Reilly (2010)
Sudan,1974,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,NA,13,15,NA,8,4,NA,NA,NA,NA,Psacharopoulos (1994)
Sudan,1989,Sub-Saharan Africa,Middle,2.1,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohen and House (1994)
Sudan,2008,Sub-Saharan Africa,Middle,3.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.2,NA,NA,Nour (2011)
Sudan,2000,Sub-Saharan Africa,Middle,2.8,6.1,4.37,0.73,15.02,NA,NA,NA,NA,NA,NA,5.96,6.29,NA,NA,Ali (2002)
Sudan,2009,Sub-Saharan Africa,Middle,7.68,4.9,3.1,13.3,13,NA,NA,NA,NA,NA,NA,4.5,6.6,NA,NA,Rizk (2016)
Sudan,2009,Sub-Saharan Africa,Middle,NA,NA,10,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Suriname,1992,Latin America and Caribbean,Middle,NA,9.851285714,NA,NA,NA,NA,NA,NA,NA,10.76866667,NA,11.38375,7.808,NA,NA,Horowitz and Schenzler (1999)
Sweden,1967,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,10.3,NA,10.5,9.2,NA,NA,NA,NA,Psacharopoulos (1994)
Sweden,1968,Advanced Economies,High,8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,8.699,NA,NA,Arai and Kjellstrom (1999)
Sweden,1974,Advanced Economies,High,12.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.5,NA,NA,Arai and Kjellstrom (1999)
Sweden,1980,Advanced Economies,High,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,4.3,NA,NA,Arai and Kjellstrom (1999)
Sweden,1981,Advanced Economies,High,9.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,4.099,NA,NA,Arai and Kjellstrom (1999)
Sweden,1984,Advanced Economies,High,10.2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arai and Kjellstrom (1999)
Sweden,1990,Advanced Economies,High,10.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isacsson (1999)
Sweden,1991,Advanced Economies,High,10.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,Arai and Kjellstrom (1999); Banerjee and Duflo (2005)
Sweden,1995,Advanced Economies,High,10.8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Sweden,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,13.65,7.05,NA,14.1,3.6,NA,NA,NA,NA,OECD (2013)
Sweden,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,18.3,7.8,NA,20.95,1.7,NA,NA,NA,NA,OECD (2015)
Sweden,2001,Advanced Economies,High,NA,NA,NA,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavsson (2006)
Switzerland,1982,Advanced Economies,High,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,9.1,NA,NA,Weber and Wolter (1999)
Switzerland,1987,Advanced Economies,High,11,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Switzerland,1991,Advanced Economies,High,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,7.5,NA,NA,Weber and Wolter (1999)
Switzerland,1992,Advanced Economies,High,10,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,7.8,NA,NA,Weber and Wolter (1999); Martins and Pereira (2004)
Switzerland,1993,Advanced Economies,High,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,7.9,NA,NA,Weber and Wolter (1999)
Switzerland,1995,Advanced Economies,High,9.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9,NA,NA,Weber and Wolter (1999); Martins and Pereira (2004)
Switzerland,1998,Advanced Economies,High,9.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Switzerland,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,2.75,NA,NA,NA,NA,OECD (2015)
Taiwan,1970,East Asia and Pacific,High,NA,NA,NA,NA,NA,NA,17.6,18.4,NA,26.5,15,NA,NA,NA,NA,Psacharopoulos (1985)
Taiwan,1972,East Asia and Pacific,High,9,6,NA,NA,NA,50,12.7,15.8,27,12.3,17.7,NA,NA,NA,NA,Psacharopoulos (1994)
Taiwan,1979,East Asia and Pacific,High,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,5.71,NA,NA,"Bourguignon, Fournier and Gurgand (2001)"
Taiwan,1983,East Asia and Pacific,High,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,6.79,NA,NA,"Bourguignon, Fournier and Gurgand (2001)"
Taiwan,1987,East Asia and Pacific,High,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,6.63,NA,NA,"Bourguignon, Fournier and Gurgand (2001)"
Taiwan,1991,East Asia and Pacific,High,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,7.94,NA,NA,"Bourguignon, Fournier and Gurgand (2001)"
Taiwan,1994,East Asia and Pacific,High,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82,8.22,NA,NA,"Bourguignon, Fournier and Gurgand (2001)"
Taiwan,1995,East Asia and Pacific,High,8.8,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Taiwan,1998,East Asia and Pacific,High,10.1,19.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banerjee and Duflo (2005)
Taiwan,1981,East Asia and Pacific,High,NA,NA,-4.85,2.983333333,7.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1994,East Asia and Pacific,High,NA,NA,-6.5,3.233333333,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1982,East Asia and Pacific,High,NA,NA,-5.6,3.366666667,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1990,East Asia and Pacific,High,NA,NA,-6.05,3.383333333,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1991,East Asia and Pacific,High,NA,NA,-5.6,3.4,9.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1995,East Asia and Pacific,High,NA,NA,-6.35,3.483333333,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1993,East Asia and Pacific,High,NA,NA,-6.5,3.5,9.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1979,East Asia and Pacific,High,NA,NA,-6.15,3.566666667,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1989,East Asia and Pacific,High,NA,NA,-6.2,3.683333333,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1984,East Asia and Pacific,High,NA,NA,-6.65,3.7,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1980,East Asia and Pacific,High,NA,NA,-5.95,3.716666667,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1992,East Asia and Pacific,High,NA,NA,-6.5,3.883333333,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1985,East Asia and Pacific,High,NA,NA,-6,4.083333333,8.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1988,East Asia and Pacific,High,NA,NA,-6.65,4.15,9.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1987,East Asia and Pacific,High,NA,NA,-7.05,4.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1986,East Asia and Pacific,High,NA,NA,-6.55,4.533333333,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Taiwan,1983,East Asia and Pacific,High,NA,NA,-7,4.716666667,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baraka (1999)
Tajikistan,1999,Europe and Central Asia,Middle,10.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arabsheibani and Mussurov (2001)
Tajikistan,2003,Europe and Central Asia,Middle,9.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arabsheibani and Mussurov (2001)
Tajikistan,2004,Europe and Central Asia,Middle,9.8715,3.6,3.9,3.5,3.7,NA,NA,NA,NA,NA,NA,3.3,4.4,NA,NA,"Peet, Fink and Fawzi (2015)"
Tanzania,1980,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Knight and Sabot (1987)
Tanzania,1980,Sub-Saharan Africa,Low,3.2,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,10.7,Psacharopoulos (1994)
Tanzania,1982,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Psacharopoulos (1985)
Tanzania,1991,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,7.9,8.8,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Tanzania,1991,Sub-Saharan Africa,Low,4.1,13.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banerjee and Duflo (2005)
Tanzania,2007,Sub-Saharan Africa,Low,5.626333333,11.1,2.5,10.8,14.6,NA,NA,NA,NA,NA,NA,9.2,14.6,NA,NA,"Peet, Fink and Fawzi (2015)"
Tanzania,2011,Sub-Saharan Africa,Low,NA,NA,8,66,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Thailand,1970,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,11,NA,NA,NA,NA,Psacharopoulos (1985)
Thailand,1971,East Asia and Pacific,Middle,4.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Thailand,1972,East Asia and Pacific,Middle,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,13,NA,NA,Psacharopoulos (1994)
Thailand,1985,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,13.5,NA,NA,NA,NA,Psacharopoulos (1994)
Thailand,1986,East Asia and Pacific,Middle,4.2,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Thailand,1989,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,16,12.9,11.8,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Thailand,1989,East Asia and Pacific,Middle,4.9,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Thailand,2002,East Asia and Pacific,Middle,5.7,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warunsiri and McNown (2010)
Thailand,2005,East Asia and Pacific,Middle,7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,12.9,NA,NA,Warunsiri and McNown (2010)
Thailand,2010,East Asia and Pacific,Middle,10.03,12.63,1.8,5,20.8,NA,NA,NA,3.4,5.7,11.3,NA,NA,NA,NA,Tangtipongkul (2015)
Thailand,2009,East Asia and Pacific,Middle,9.96,13.22,1.9,5.3,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tangtipongkul (2015)
Thailand,2008,East Asia and Pacific,Middle,9.89,13.37,2.2,5.7,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tangtipongkul (2015)
Thailand,2007,East Asia and Pacific,Middle,9.81,13.76,2.3,6.2,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tangtipongkul (2015)
Thailand,2000,East Asia and Pacific,Middle,NA,NA,NA,8.46,17.46,NA,NA,NA,NA,6.33,13.4,NA,NA,NA,NA,Chalamwong and Amornthum (2001)
Timor-Leste,2007,East Asia and Pacific,Middle,4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santos (2014)
